"EntityId","Chart Label","Technology","Technology Subtype","Year","Official Program Number","Fixed O M dollar per kW","","Reference Name","Publication Year","Report Author(s)","Dataset name","Dataset web source"
"g26612","Offshore","Wind-Offshore","","2037","","51.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26510","Offshore","Wind-Offshore","","2037","","51.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26561","Offshore","Wind-Offshore","","2037","","51.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26611","Offshore","Wind-Offshore","","2036","","52","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26509","Offshore","Wind-Offshore","","2036","","52","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26560","Offshore","Wind-Offshore","","2036","","52","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26610","Offshore","Wind-Offshore","","2035","","52.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26508","Offshore","Wind-Offshore","","2035","","52.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26559","Offshore","Wind-Offshore","","2035","","52.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26609","Offshore","Wind-Offshore","","2034","","53","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26507","Offshore","Wind-Offshore","","2034","","53","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26558","Offshore","Wind-Offshore","","2034","","53","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26506","Offshore","Wind-Offshore","","2033","","53.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26557","Offshore","Wind-Offshore","","2033","","53.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26608","Offshore","Wind-Offshore","","2033","","53.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26607","Offshore","Wind-Offshore","","2032","","54","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26505","Offshore","Wind-Offshore","","2032","","54","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26556","Offshore","Wind-Offshore","","2032","","54","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26606","Offshore","Wind-Offshore","","2031","","54.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26504","Offshore","Wind-Offshore","","2031","","54.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26555","Offshore","Wind-Offshore","","2031","","54.5","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26605","Offshore","Wind-Offshore","","2030","","55","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26503","Offshore","Wind-Offshore","","2030","","55","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26554","Offshore","Wind-Offshore","","2030","","55","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26604","Offshore","Wind-Offshore","","2029","","60","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26502","Offshore","Wind-Offshore","","2029","","60","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26553","Offshore","Wind-Offshore","","2029","","60","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26501","Offshore","Wind-Offshore","","2028","","65","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26552","Offshore","Wind-Offshore","","2028","","65","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26603","Offshore","Wind-Offshore","","2028","","65","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26602","Offshore","Wind-Offshore","","2027","","70","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26500","Offshore","Wind-Offshore","","2027","","70","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26551","Offshore","Wind-Offshore","","2027","","70","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26601","Offshore","Wind-Offshore","","2026","","75","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26499","Offshore","Wind-Offshore","","2026","","75","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26550","Offshore","Wind-Offshore","","2026","","75","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26600","Offshore","Wind-Offshore","","2025","","80","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26498","Offshore","Wind-Offshore","","2025","","80","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26549","Offshore","Wind-Offshore","","2025","","80","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26599","Offshore","Wind-Offshore","","2024","","86","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26497","Offshore","Wind-Offshore","","2024","","86","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26548","Offshore","Wind-Offshore","","2024","","86","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g22979","Offshore","Wind-Offshore","","2025","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22984","Offshore","Wind-Offshore","","2030","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22967","Offshore","Wind-Offshore","","2013","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22972","Offshore","Wind-Offshore","","2018","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22977","Offshore","Wind-Offshore","","2023","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22982","Offshore","Wind-Offshore","","2028","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22965","Offshore","Wind-Offshore","","2011","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22970","Offshore","Wind-Offshore","","2016","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22975","Offshore","Wind-Offshore","","2021","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22980","Offshore","Wind-Offshore","","2026","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22963","Offshore","Wind-Offshore","","2009","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22968","Offshore","Wind-Offshore","","2014","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22973","Offshore","Wind-Offshore","","2019","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22978","Offshore","Wind-Offshore","","2024","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22983","Offshore","Wind-Offshore","","2029","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22966","Offshore","Wind-Offshore","","2012","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22971","Offshore","Wind-Offshore","","2017","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22976","Offshore","Wind-Offshore","","2022","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22981","Offshore","Wind-Offshore","","2027","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22964","Offshore","Wind-Offshore","","2010","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22969","Offshore","Wind-Offshore","","2015","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g22974","Offshore","Wind-Offshore","","2020","","89.48","","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g26547","Offshore","Wind-Offshore","","2023","","92","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26598","Offshore","Wind-Offshore","","2023","","92","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26496","Offshore","Wind-Offshore","","2023","","92","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26597","Offshore","Wind-Offshore","","2022","","98","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26495","Offshore","Wind-Offshore","","2022","","98","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26546","Offshore","Wind-Offshore","","2022","","98","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26596","Offshore","Wind-Offshore","","2021","","104","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26494","Offshore","Wind-Offshore","","2021","","104","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26545","Offshore","Wind-Offshore","","2021","","104","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26595","Offshore","Wind-Offshore","","2020","","110","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26493","Offshore","Wind-Offshore","","2020","","110","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26544","Offshore","Wind-Offshore","","2020","","110","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26594","Offshore","Wind-Offshore","","2019","","113.4","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26492","Offshore","Wind-Offshore","","2019","","113.4","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26543","Offshore","Wind-Offshore","","2019","","113.4","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26542","Offshore","Wind-Offshore","","2018","","116.8","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26593","Offshore","Wind-Offshore","","2018","","116.8","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26491","Offshore","Wind-Offshore","","2018","","116.8","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26592","Offshore","Wind-Offshore","","2017","","120.2","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26490","Offshore","Wind-Offshore","","2017","","120.2","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26541","Offshore","Wind-Offshore","","2017","","120.2","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26591","Offshore","Wind-Offshore","","2016","","123.6","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26489","Offshore","Wind-Offshore","","2016","","123.6","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26540","Offshore","Wind-Offshore","","2016","","123.6","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26590","Offshore","Wind-Offshore","","2015","","127","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26488","Offshore","Wind-Offshore","","2015","","127","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26539","Offshore","Wind-Offshore","","2015","","127","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26589","Offshore","Wind-Offshore","","2014","","137.6","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26487","Offshore","Wind-Offshore","","2014","","137.6","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26538","Offshore","Wind-Offshore","","2014","","137.6","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26588","Offshore","Wind-Offshore","","2013","","148.2","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26486","Offshore","Wind-Offshore","","2013","","148.2","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26537","Offshore","Wind-Offshore","","2013","","148.2","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26587","Offshore","Wind-Offshore","","2012","","158.8","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26485","Offshore","Wind-Offshore","","2012","","158.8","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26536","Offshore","Wind-Offshore","","2012","","158.8","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26586","Offshore","Wind-Offshore","","2011","","169.4","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26484","Offshore","Wind-Offshore","","2011","","169.4","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26535","Offshore","Wind-Offshore","","2011","","169.4","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26584","Offshore","Wind-Offshore","","2009","","180","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26482","Offshore","Wind-Offshore","","2009","","180","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26533","Offshore","Wind-Offshore","","2009","","180","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26585","Offshore","Wind-Offshore","","2010","","180","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26483","Offshore","Wind-Offshore","","2010","","180","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g26534","Offshore","Wind-Offshore","","2010","","180","","GPRA 2009","2009","GPRA","Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",""
"g39638","Offshore","Wind-Offshore","","2009","","60","","Lazard 2010","2010","Lazard","Lazard Levelized Cost of Energy Analysis, version 4.0","http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf"
"g38161","Offshore","Wind-Offshore","","2009","","86.92","","AEO 2010","2010","AEO","Annual Energy Outlook 2010","http://www.eia.gov/oiaf/archive/aeo10/pdf/0383(2010).pdf"
"g38155","Offshore","Wind-Offshore","","2009","","90","","E3 2010","2010","E3","Capital Cost Recommendations for 2009 TEPPC Study.","http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt"
"g39639","Offshore","Wind-Offshore","","2009","","100","","Lazard 2010","2010","Lazard","Lazard Levelized Cost of Energy Analysis, version 4.0","http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf"
"g38448","Offshore","Wind-Offshore","","2011","","40","","DOE 2011","2011","DOE","DOE Program Estimate",""
"g38450","Offshore","Wind-Offshore","","2020","","40","","DOE 2011","2011","DOE","DOE Program Estimate",""
"g38452","Offshore","Wind-Offshore","","2030","","60","","DOE 2011","2011","DOE","DOE Program Estimate",""
"g42325","Offshore","Wind-Offshore","","2011","","60","","Lazard 2011","2011","Lazard","Levelized Cost of Energy Analysis - Version 5.0","http://votesolar.org/wp-content/uploads/2012/07/Lazard-June-11-Levelized-Cost-of-Energy-and-proj-to-2020-copy.pdf"
"g38100","Offshore","Wind-Offshore","","2009","","86.92","","McCalley et al., 2011","2011","McCalley et al.","A Wider Horizon. IEEE Power & Energy Magazine. May/June 2011","http://www.ieee.org/organizations/pes/public/2011/may/index.html"
"g38101","Offshore","Wind-Offshore","","2010","","86.98","","AEO 2011","2011","AEO","Annual Energy Outlook 2011","http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf"
"g42324","Offshore","Wind-Offshore","","2011","","100","","Lazard 2011","2011","Lazard","Levelized Cost of Energy Analysis - Version 5.0","http://votesolar.org/wp-content/uploads/2012/07/Lazard-June-11-Levelized-Cost-of-Energy-and-proj-to-2020-copy.pdf"
"g38699","Offshore","Wind-Offshore","","2020","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38704","Offshore","Wind-Offshore","","2045","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38697","Offshore","Wind-Offshore","","2010","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38702","Offshore","Wind-Offshore","","2035","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38700","Offshore","Wind-Offshore","","2025","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38705","Offshore","Wind-Offshore","","2050","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38698","Offshore","Wind-Offshore","","2015","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38703","Offshore","Wind-Offshore","","2040","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38701","Offshore","Wind-Offshore","","2030","","15.96","","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38855","Offshore","Wind-Offshore","","2012","","53.33","","AEO 2012","2012","Energy Information Administration","Annual Energy Outlook 2012","http://www.eia.gov/forecasts/aeo/assumptions/pdf/0554(2012).pdf"
"g42353","Offshore","Wind-Offshore","","2012","","60","","Lazard 2012","2012","Lazard","Levelized Cost of Energy Analysis - Version 6.0","https://www.misoenergy.org/Library/Repository/Meeting%20Material/Stakeholder/PAC/2012/20121221/20121221%20PAC%20Supplemental%20Levelized%20Cost%20of%20Energy%20Analysis.pdf"
"g42078","Offshore","Wind-Offshore","","2050","","65","","IEA 2012","2012","IEA","Energy Technology Perspectives 2012 Pathways to a Clean Energy System","http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf"
"g42077","Offshore","Wind-Offshore","","2030","","73","","IEA 2012","2012","IEA","Energy Technology Perspectives 2012 Pathways to a Clean Energy System","http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf"
"g42076","Offshore","Wind-Offshore","","2020","","87","","IEA 2012","2012","IEA","Energy Technology Perspectives 2012 Pathways to a Clean Energy System","http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf"
"g38544","Offshore","Wind-Offshore","","2025","","99.01","","Black and Veatch 2012","2012","Black and Veatch","COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES","http://bv.com/docs/reports-studies/nrel-cost-report.pdf"
"g38549","Offshore","Wind-Offshore","","2050","","99.01","","Black and Veatch 2012","2012","Black and Veatch","COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES","http://bv.com/docs/reports-studies/nrel-cost-report.pdf"
"g38542","Offshore","Wind-Offshore","","2015","","99.01","","Black and Veatch 2012","2012","Black and Veatch","COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES","http://bv.com/docs/reports-studies/nrel-cost-report.pdf"
"g38547","Offshore","Wind-Offshore","","2040","","99.01","","Black and Veatch 2012","2012","Black and Veatch","COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES","http://bv.com/docs/reports-studies/nrel-cost-report.pdf"
"g38545","Offshore","Wind-Offshore","","2030","","99.01","","Black and Veatch 2012","2012","Black and Veatch","COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES","http://bv.com/docs/reports-studies/nrel-cost-report.pdf"
